vehicle_id,timestamp,speed_kmph,engine_temp_c,oil_pressure_psi,vibration_g,mileage_km,age_months,fault,time_to_failure_days
VEH057,2015-02-04 14:47:16.525117,46.66,97.23,38.68,0.271,2761,13,1,49.0
VEH066,2015-02-05 14:47:16.525117,80.67,94.36,38.27,0.571,6559,24,0,
VEH079,2015-02-06 14:47:16.525117,54.56,103.78,34.62,0.399,26168,85,1,1.0
VEH075,2015-02-07 14:47:16.525117,51.73,87.87,38.08,0.184,275,73,1,24.0
VEH008,2015-02-08 14:47:16.525117,39.84,95.89,29.9,0.308,55553,19,0,
VEH026,2015-02-09 14:47:16.525117,72.76,97.67,35.04,0.258,11782,27,0,
VEH051,2015-02-10 14:47:16.525117,44.16,94.6,38.21,0.458,14724,22,0,
VEH045,2015-02-11 14:47:16.525117,59.77,85.91,42.18,0.195,89156,112,0,
VEH044,2015-02-12 14:47:16.525117,34.38,92.51,40.78,0.319,13999,68,1,29.0
VEH005,2015-02-13 14:47:16.525117,72.27,89.84,32.65,0.2,59032,31,0,
VEH070,2015-02-14 14:47:16.525117,77.65,89.89,42.58,0.631,49356,104,0,
VEH026,2015-02-15 14:47:16.525117,67.27,83.92,41.34,0.364,56711,41,1,45.0
VEH068,2015-02-16 14:47:16.525117,36.98,71.89,50.45,0.298,33465,50,0,
VEH019,2015-02-17 14:47:16.525117,72.58,100.62,29.97,0.458,7030,118,0,
VEH084,2015-02-18 14:47:16.525117,47.59,92.83,38.9,0.255,8504,35,1,20.0
VEH097,2015-02-19 14:47:16.525117,42.44,78.38,47.35,0.47,9082,26,0,
VEH020,2015-02-20 14:47:16.525117,54.25,95.45,37.68,0.317,77437,25,0,
VEH012,2015-02-21 14:47:16.525117,53.95,99.84,33.54,0.615,8949,47,0,
VEH047,2015-02-22 14:47:16.525117,52.42,95.84,34.52,0.28,2301,95,0,
VEH001,2015-02-23 14:47:16.525117,79.11,83.82,45.33,0.376,30131,61,0,
VEH090,2015-02-24 14:47:16.525117,90.18,85.65,31.15,0.303,9116,17,1,13.0
VEH014,2015-02-25 14:47:16.525117,39.46,84.59,38.54,0.313,19400,13,0,
VEH064,2015-02-26 14:47:16.525117,49.67,96.37,34.11,0.081,51635,104,1,24.0
VEH038,2015-02-27 14:47:16.525117,62.14,93.94,34.8,0.172,17137,98,1,43.0
VEH037,2015-02-28 14:47:16.525117,54.17,112.03,40.45,0.637,20305,111,1,24.0
VEH011,2015-03-01 14:47:16.525117,65.99,77.17,38.91,0.043,20592,68,0,
VEH100,2015-03-02 14:47:16.525117,73.74,90.27,41.37,0.435,18955,61,1,17.0
VEH077,2015-03-03 14:47:16.525117,71.24,75.14,34.03,0.616,3481,12,0,
VEH003,2015-03-04 14:47:16.525117,69.15,95.23,44.46,0.409,12191,67,0,
VEH033,2015-03-05 14:47:16.525117,84.89,99.78,40.3,0.668,153,66,0,
VEH006,2015-03-06 14:47:16.525117,36.17,100.35,46.39,0.456,19684,15,0,
VEH050,2015-03-07 14:47:16.525117,82.2,92.62,37.3,0.353,17130,108,1,15.0
VEH010,2015-03-08 14:47:16.525117,53.81,74.38,44.26,0.278,7658,55,0,
VEH005,2015-03-09 14:47:16.525117,71.78,90.19,44.68,0.274,14842,25,0,
VEH023,2015-03-10 14:47:16.525117,44.56,92.72,42.31,0.282,13587,33,0,
VEH010,2015-03-11 14:47:16.525117,46.37,81.28,51.06,0.178,5778,19,0,
VEH044,2015-03-12 14:47:16.525117,69.93,88.38,30.18,0.355,6942,81,0,
VEH002,2015-03-13 14:47:16.525117,31.07,78.34,42.21,0.572,28755,13,1,31.0
VEH013,2015-03-14 14:47:16.525117,74.84,85.84,37.98,0.493,28189,12,0,
VEH040,2015-03-15 14:47:16.525117,78.9,98.24,36.31,0.372,12689,10,0,
VEH002,2015-03-16 14:47:16.525117,62.67,95.57,48.4,0.42,25282,6,0,
VEH084,2015-03-17 14:47:16.525117,62.13,78.94,37.38,0.232,11985,116,0,
VEH065,2015-03-18 14:47:16.525117,47.5,83.73,45.74,0.482,38126,78,0,
VEH063,2015-03-19 14:47:16.525117,70.12,90.96,33.58,0.06,8093,113,0,
VEH073,2015-03-20 14:47:16.525117,65.21,92.07,45.91,0.6,52426,87,1,35.0
VEH017,2015-03-21 14:47:16.525117,46.18,84.01,40.46,0.188,15630,112,0,
VEH009,2015-03-22 14:47:16.525117,54.13,93.52,37.95,0.26,15343,111,1,53.0
VEH075,2015-03-23 14:47:16.525117,57.61,89.6,30.82,0.115,22222,15,0,
VEH015,2015-03-24 14:47:16.525117,54.11,69.09,40.41,0.219,8336,119,0,
VEH024,2015-03-25 14:47:16.525117,39.56,84.4,36.44,0.17,25770,63,1,56.0
VEH038,2015-03-26 14:47:16.525117,70.49,85.72,50.91,0.453,7725,70,1,45.0
VEH035,2015-03-27 14:47:16.525117,56.35,95.24,39.79,0.427,10134,65,0,
VEH094,2015-03-28 14:47:16.525117,60.23,95.58,35.86,0.224,22460,25,1,22.0
VEH095,2015-03-29 14:47:16.525117,51.33,76.19,37.55,0.099,9510,63,0,
VEH049,2015-03-30 14:47:16.525117,67.13,93.86,31.45,0.223,4462,48,1,9.0
VEH069,2015-03-31 14:47:16.525117,62.98,89.56,49.18,0.156,41099,34,1,50.0
VEH062,2015-04-01 14:47:16.525117,78.19,91.92,47.35,0.268,51060,7,0,
VEH060,2015-04-02 14:47:16.525117,67.21,85.45,40.05,0.151,19709,31,0,
VEH050,2015-04-03 14:47:16.525117,56.96,89.35,53.14,0.472,33336,80,0,
VEH078,2015-04-04 14:47:16.525117,48.9,98.65,39.06,0.268,86328,94,0,
VEH075,2015-04-05 14:47:16.525117,72.99,91.55,46.42,0.394,19078,103,0,
VEH009,2015-04-06 14:47:16.525117,55.76,89.45,43.45,0.385,47892,64,0,
VEH034,2015-04-07 14:47:16.525117,57.42,86.04,36.95,0.002,8902,110,1,20.0
VEH076,2015-04-08 14:47:16.525117,57.42,98.29,40.27,0.448,24110,6,1,27.0
VEH099,2015-04-09 14:47:16.525117,53.98,79.45,43.29,0.009,1148,36,1,3.0
VEH035,2015-04-10 14:47:16.525117,57.68,83.47,32.83,0.142,31115,43,0,
VEH001,2015-04-11 14:47:16.525117,88.89,80.74,42.65,0.354,35415,27,0,
VEH040,2015-04-12 14:47:16.525117,44.28,90.82,46.76,0.323,10255,71,0,
VEH064,2015-04-13 14:47:16.525117,47.78,98.83,34.97,0.293,20375,52,0,
VEH022,2015-04-14 14:47:16.525117,80.76,88.41,38.9,0.025,39089,6,0,
VEH060,2015-04-15 14:47:16.525117,54.38,81.16,34.23,0.401,43015,93,0,
VEH064,2015-04-16 14:47:16.525117,53.24,102.75,35.83,0.429,2252,55,1,19.0
VEH093,2015-04-17 14:47:16.525117,75.52,94.39,37.13,0.193,35145,41,0,
VEH072,2015-04-18 14:47:16.525117,38.7,91.16,49.35,0.162,6410,50,0,
VEH011,2015-04-19 14:47:16.525117,72.32,89.09,38.19,0.45,25988,41,0,
VEH014,2015-04-20 14:47:16.525117,60.68,95.39,36.28,0.372,7865,116,0,
VEH060,2015-04-21 14:47:16.525117,66.97,92.44,39.19,0.108,1159,39,0,
VEH030,2015-04-22 14:47:16.525117,66.69,86.48,30.11,0.173,4711,14,0,
VEH035,2015-04-23 14:47:16.525117,50.58,87.02,26.15,0.579,10507,81,1,40.0
VEH085,2015-04-24 14:47:16.525117,75.77,82.63,32.44,0.413,27036,115,1,38.0
VEH037,2015-04-25 14:47:16.525117,51.75,80.43,42.9,0.252,2122,89,0,
VEH005,2015-04-26 14:47:16.525117,66.13,87.93,40.19,0.293,33525,9,0,
VEH083,2015-04-27 14:47:16.525117,78.57,100.16,44.2,0.025,115859,84,0,
VEH078,2015-04-28 14:47:16.525117,80.68,82.76,31.6,0.46,31047,68,1,45.0
VEH026,2015-04-29 14:47:16.525117,55.99,96.49,38.13,0.265,12839,9,0,
VEH062,2015-04-30 14:47:16.525117,66.95,83.96,31.05,0.148,16794,10,0,
VEH004,2015-05-01 14:47:16.525117,54.61,75.44,43.06,0.34,123,15,1,59.0
VEH089,2015-05-02 14:47:16.525117,97.56,96.25,31.11,0.237,4696,113,0,
VEH042,2015-05-03 14:47:16.525117,71.7,103.62,37.18,0.095,45850,49,1,8.0
VEH089,2015-05-04 14:47:16.525117,61.26,83.22,41.92,0.328,439,45,0,
VEH018,2015-05-05 14:47:16.525117,64.69,77.68,38.89,0.011,47034,41,0,
VEH040,2015-05-06 14:47:16.525117,66.11,93.94,26.03,0.311,2403,40,1,53.0
VEH072,2015-05-07 14:47:16.525117,66.55,82.94,50.68,0.312,2856,64,0,
VEH039,2015-05-08 14:47:16.525117,56.4,94.11,36.6,0.279,3855,70,0,
VEH014,2015-05-09 14:47:16.525117,54.09,98.92,29.45,0.304,32127,87,0,
VEH032,2015-05-10 14:47:16.525117,57.72,92.53,44.31,0.545,13008,36,0,
VEH051,2015-05-11 14:47:16.525117,42.9,95.62,44.23,0.563,3137,51,0,
VEH038,2015-05-12 14:47:16.525117,70.77,97.07,37.48,0.198,23218,54,0,
VEH097,2015-05-13 14:47:16.525117,47.97,97.32,48.49,0.247,56498,11,0,
VEH023,2015-05-14 14:47:16.525117,44.1,89.57,35.6,0.217,16993,75,0,
VEH063,2015-05-15 14:47:16.525117,59.78,96.22,40.43,0.326,2078,111,0,
VEH015,2015-05-16 14:47:16.525117,58.05,91.22,42.94,0.294,1126,24,0,
VEH097,2015-05-17 14:47:16.525117,63.74,93.32,48.75,0.574,31780,101,0,
VEH025,2015-05-18 14:47:16.525117,51.48,113.99,25.94,0.392,19674,47,0,
VEH017,2015-05-19 14:47:16.525117,54.11,91.64,53.59,0.154,51190,35,0,
VEH097,2015-05-20 14:47:16.525117,70.38,78.54,48.19,0.154,15848,31,0,
VEH066,2015-05-21 14:47:16.525117,69.47,88.89,42.81,0.35,1288,8,0,
VEH078,2015-05-22 14:47:16.525117,68.84,87.96,35.41,0.251,10339,38,0,
VEH053,2015-05-23 14:47:16.525117,60.51,87.91,34.91,0.337,21458,55,1,15.0
VEH051,2015-05-24 14:47:16.525117,62.53,97.75,40.95,0.302,9718,36,0,
VEH039,2015-05-25 14:47:16.525117,63.46,99.22,42.04,0.455,156055,116,1,29.0
VEH051,2015-05-26 14:47:16.525117,50.16,88.66,42.32,0.28,10396,89,0,
VEH070,2015-05-27 14:47:16.525117,82.11,79.97,41.96,0.067,15803,73,0,
VEH006,2015-05-28 14:47:16.525117,79.97,91.79,42.41,0.257,5107,101,0,
VEH067,2015-05-29 14:47:16.525117,71.91,86.25,27.26,0.613,3300,87,0,
VEH007,2015-05-30 14:47:16.525117,53.61,91.36,38.27,0.492,20729,15,0,
VEH051,2015-05-31 14:47:16.525117,68.09,89.44,31.76,0.123,17764,27,1,21.0
VEH072,2015-06-01 14:47:16.525117,74.68,100.46,38.71,0.619,100,68,0,
VEH042,2015-06-02 14:47:16.525117,41.65,91.28,47.71,0.327,6703,59,1,7.0
VEH064,2015-06-03 14:47:16.525117,85.42,86.95,34.85,0.211,20632,56,0,
VEH015,2015-06-04 14:47:16.525117,33.91,77.61,36.98,0.196,33452,86,0,
VEH029,2015-06-05 14:47:16.525117,70.57,90.14,34.89,0.309,7490,111,0,
VEH033,2015-06-06 14:47:16.525117,81.8,90.73,35.63,0.466,20850,9,0,
VEH094,2015-06-07 14:47:16.525117,58.3,87.82,43.54,0.318,6164,42,0,
VEH027,2015-06-08 14:47:16.525117,57.74,96.09,44.11,0.38,23448,76,1,40.0
VEH036,2015-06-09 14:47:16.525117,70.01,79.44,49.87,0.429,23943,68,0,
VEH029,2015-06-10 14:47:16.525117,87.78,85.29,34.44,0.217,2790,56,1,18.0
VEH038,2015-06-11 14:47:16.525117,55.78,90.21,44.08,0.346,21877,13,1,55.0
VEH057,2015-06-12 14:47:16.525117,48.29,84.94,45.61,0.341,8116,6,0,
VEH097,2015-06-13 14:47:16.525117,53.64,86.83,50.24,0.304,3789,13,0,
VEH027,2015-06-14 14:47:16.525117,36.71,88.35,34.58,0.367,13877,88,1,37.0
VEH055,2015-06-15 14:47:16.525117,73.47,96.16,27.36,0.227,12040,86,1,16.0
VEH033,2015-06-16 14:47:16.525117,52.29,88.81,38.45,0.441,29733,110,0,
VEH068,2015-06-17 14:47:16.525117,56.87,74.09,58.44,0.137,1766,60,0,
VEH086,2015-06-18 14:47:16.525117,73.64,85.86,33.84,0.347,31189,117,0,
VEH066,2015-06-19 14:47:16.525117,54.35,93.68,42.55,0.35,2242,14,0,
VEH010,2015-06-20 14:47:16.525117,71.39,96.67,26.03,0.23,4650,56,0,
VEH005,2015-06-21 14:47:16.525117,44.43,95.76,50.31,0.572,14508,21,1,52.0
VEH074,2015-06-22 14:47:16.525117,74.38,99.53,27.78,0.605,12441,58,1,19.0
VEH097,2015-06-23 14:47:16.525117,65.13,91.2,25.53,0.168,89942,64,0,
VEH038,2015-06-24 14:47:16.525117,58.67,92.04,40.39,0.43,17806,50,0,
VEH013,2015-06-25 14:47:16.525117,61.96,81.99,41.51,0.242,7933,42,0,
VEH031,2015-06-26 14:47:16.525117,40.7,71.64,50.35,0.107,46081,96,1,43.0
VEH047,2015-06-27 14:47:16.525117,61.62,78.74,46.22,0.299,7485,71,0,
VEH100,2015-06-28 14:47:16.525117,57.87,84.28,28.57,0.396,6397,69,1,13.0
VEH088,2015-06-29 14:47:16.525117,41.11,78.18,40.27,0.265,13639,41,0,
VEH052,2015-06-30 14:47:16.525117,49.93,87.15,36.1,0.231,48877,81,1,31.0
VEH056,2015-07-01 14:47:16.525117,58.06,86.21,32.37,0.48,24655,55,0,
VEH015,2015-07-02 14:47:16.525117,50.89,97.05,41.9,0.54,22632,104,1,45.0
VEH029,2015-07-03 14:47:16.525117,23.82,80.44,47.21,0.15,25898,100,0,
VEH008,2015-07-04 14:47:16.525117,76.15,91.93,34.98,0.323,21555,58,1,21.0
VEH005,2015-07-05 14:47:16.525117,57.87,86.54,38.35,0.046,28525,62,1,17.0
VEH029,2015-07-06 14:47:16.525117,25.89,80.24,39.38,0.377,4282,24,1,29.0
VEH047,2015-07-07 14:47:16.525117,92.02,85.78,36.46,0.478,3902,31,1,53.0
VEH068,2015-07-08 14:47:16.525117,78.62,74.52,38.98,0.281,8993,105,1,29.0
VEH076,2015-07-09 14:47:16.525117,54.77,95.73,35.46,0.173,38070,73,0,
VEH045,2015-07-10 14:47:16.525117,47.36,100.59,39.69,0.595,25067,117,1,22.0
VEH002,2015-07-11 14:47:16.525117,66.05,88.16,36.67,0.595,16716,48,1,49.0
VEH027,2015-07-12 14:47:16.525117,63.03,90.38,42.52,0.237,392,100,0,
VEH095,2015-07-13 14:47:16.525117,68.13,88.04,36.66,0.357,5378,63,0,
VEH036,2015-07-14 14:47:16.525117,47.41,82.81,44.6,0.387,32543,82,1,14.0
VEH036,2015-07-15 14:47:16.525117,76.47,96.46,35.68,0.45,5554,112,0,
VEH026,2015-07-16 14:47:16.525117,52.9,92.2,43.41,0.318,26208,108,0,
VEH043,2015-07-17 14:47:16.525117,70.21,67.21,37.19,0.456,4082,64,0,
VEH027,2015-07-18 14:47:16.525117,48.05,81.13,46.2,0.021,18646,51,0,
VEH069,2015-07-19 14:47:16.525117,99.72,75.56,30.78,0.005,19788,73,1,2.0
VEH020,2015-07-20 14:47:16.525117,70.43,102.96,38.67,0.362,27883,45,1,51.0
VEH011,2015-07-21 14:47:16.525117,103.26,90.79,36.52,0.565,11537,113,0,
VEH074,2015-07-22 14:47:16.525117,72.41,92.55,39.47,0.487,20030,18,1,32.0
VEH038,2015-07-23 14:47:16.525117,51.58,86.75,33.21,0.06,13348,110,1,38.0
VEH006,2015-07-24 14:47:16.525117,72.44,99.44,37.89,0.774,58877,14,0,
VEH072,2015-07-25 14:47:16.525117,73.51,97.56,32.59,0.421,14757,71,0,
VEH023,2015-07-26 14:47:16.525117,65.6,88.56,38.72,0.12,4704,104,0,
VEH047,2015-07-27 14:47:16.525117,69.46,104.22,36.59,0.357,22045,58,0,
VEH090,2015-07-28 14:47:16.525117,71.43,92.05,41.77,0.455,15902,81,0,
VEH046,2015-07-29 14:47:16.525117,45.09,77.57,41.64,0.426,32575,86,0,
VEH012,2015-07-30 14:47:16.525117,44.03,90.0,51.27,0.29,3893,9,1,23.0
VEH090,2015-07-31 14:47:16.525117,48.09,93.54,36.59,0.396,6047,19,0,
VEH013,2015-08-01 14:47:16.525117,61.91,89.03,39.3,0.276,50926,90,1,22.0
VEH062,2015-08-02 14:47:16.525117,56.65,86.54,59.45,0.273,53192,110,1,46.0
VEH082,2015-08-03 14:47:16.525117,45.37,103.38,37.32,0.476,11677,13,0,
VEH089,2015-08-04 14:47:16.525117,71.63,81.09,46.61,0.472,978,102,0,
VEH097,2015-08-05 14:47:16.525117,64.25,68.1,45.65,0.02,7321,67,1,41.0
VEH060,2015-08-06 14:47:16.525117,62.53,103.08,52.7,0.33,5677,50,1,37.0
VEH043,2015-08-07 14:47:16.525117,56.13,80.0,32.42,0.16,10711,97,0,
VEH076,2015-08-08 14:47:16.525117,54.33,87.42,30.99,0.136,7648,72,0,
VEH100,2015-08-09 14:47:16.525117,47.38,86.35,33.66,0.123,35320,67,0,
VEH068,2015-08-10 14:47:16.525117,74.01,100.55,39.98,0.357,100,83,0,
VEH005,2015-08-11 14:47:16.525117,49.45,100.95,32.88,0.194,20692,88,0,
VEH037,2015-08-12 14:47:16.525117,63.14,79.82,28.22,0.083,21828,75,0,
VEH072,2015-08-13 14:47:16.525117,84.93,102.1,33.24,0.334,21613,41,0,
VEH092,2015-08-14 14:47:16.525117,55.02,100.46,41.17,0.205,14704,89,0,
VEH031,2015-08-15 14:47:16.525117,74.41,90.88,34.49,0.381,18888,6,0,
VEH009,2015-08-16 14:47:16.525117,68.53,97.89,46.07,0.268,33266,65,0,
VEH051,2015-08-17 14:47:16.525117,64.67,98.5,32.4,0.163,30667,79,0,
VEH029,2015-08-18 14:47:16.525117,66.46,88.3,40.25,0.64,704,18,1,47.0
VEH078,2015-08-19 14:47:16.525117,58.58,88.67,37.79,0.027,618,17,0,
VEH040,2015-08-20 14:47:16.525117,60.52,94.74,40.66,0.452,36520,80,0,
VEH041,2015-08-21 14:47:16.525117,51.78,76.56,43.08,0.285,17100,105,0,
VEH086,2015-08-22 14:47:16.525117,60.62,87.2,49.79,0.213,63130,22,1,20.0
VEH011,2015-08-23 14:47:16.525117,51.22,79.96,45.14,0.114,11298,52,0,
VEH023,2015-08-24 14:47:16.525117,75.08,102.14,36.26,0.62,3889,58,0,
VEH001,2015-08-25 14:47:16.525117,34.51,85.8,44.1,0.598,12820,98,0,
VEH046,2015-08-26 14:47:16.525117,67.22,92.57,44.24,0.269,11473,72,0,
VEH021,2015-08-27 14:47:16.525117,65.05,88.51,52.42,0.227,14562,98,1,29.0
VEH090,2015-08-28 14:47:16.525117,63.69,87.92,39.27,0.459,32999,15,0,
VEH036,2015-08-29 14:47:16.525117,75.37,92.46,39.26,0.275,21318,51,1,25.0
VEH054,2015-08-30 14:47:16.525117,55.71,83.94,48.48,0.357,4098,88,0,
VEH087,2015-08-31 14:47:16.525117,63.83,88.6,28.15,0.377,26521,9,0,
VEH057,2015-09-01 14:47:16.525117,34.25,87.07,39.07,0.291,17924,62,0,
VEH001,2015-09-02 14:47:16.525117,53.77,86.3,44.54,0.306,17269,115,0,
VEH063,2015-09-03 14:47:16.525117,72.84,93.77,45.91,0.374,22680,43,1,41.0
VEH054,2015-09-04 14:47:16.525117,39.91,85.42,27.2,0.114,16600,17,0,
VEH055,2015-09-05 14:47:16.525117,62.4,103.01,30.67,0.263,12231,36,0,
VEH040,2015-09-06 14:47:16.525117,49.84,94.52,24.59,0.356,20454,7,0,
VEH015,2015-09-07 14:47:16.525117,58.34,79.12,46.33,0.177,25727,118,0,
VEH021,2015-09-08 14:47:16.525117,50.73,93.94,40.83,0.736,5117,6,0,
VEH047,2015-09-09 14:47:16.525117,41.29,83.55,49.16,0.288,13745,86,1,19.0
VEH073,2015-09-10 14:47:16.525117,65.79,91.38,40.04,0.046,12256,30,0,
VEH053,2015-09-11 14:47:16.525117,59.26,84.11,54.03,0.152,814,10,1,19.0
VEH009,2015-09-12 14:47:16.525117,69.19,72.9,36.05,0.338,35968,53,0,
VEH074,2015-09-13 14:47:16.525117,71.92,90.42,37.75,0.323,9476,19,0,
VEH052,2015-09-14 14:47:16.525117,78.38,79.44,43.53,0.463,1509,57,1,39.0
VEH057,2015-09-15 14:47:16.525117,62.0,93.46,35.38,0.221,12246,79,0,
VEH026,2015-09-16 14:47:16.525117,79.03,92.35,42.27,0.294,3522,26,0,
VEH041,2015-09-17 14:47:16.525117,45.36,84.44,39.89,0.314,24375,30,0,
VEH035,2015-09-18 14:47:16.525117,73.63,105.29,37.46,0.353,16961,104,1,27.0
VEH063,2015-09-19 14:47:16.525117,66.89,80.43,40.21,0.216,6297,72,0,
VEH025,2015-09-20 14:47:16.525117,63.5,85.18,44.71,0.385,60105,87,0,
VEH090,2015-09-21 14:47:16.525117,66.67,81.37,38.81,0.132,6899,55,1,19.0
VEH075,2015-09-22 14:47:16.525117,45.59,105.61,31.72,0.458,16193,105,1,45.0
VEH038,2015-09-23 14:47:16.525117,42.05,99.92,39.41,0.624,32346,108,0,
VEH002,2015-09-24 14:47:16.525117,85.65,79.91,37.21,0.498,14426,38,0,
VEH007,2015-09-25 14:47:16.525117,57.47,83.27,34.68,0.005,64809,117,0,
VEH082,2015-09-26 14:47:16.525117,57.26,83.53,30.26,0.194,37139,22,0,
VEH091,2015-09-27 14:47:16.525117,43.47,84.77,46.11,0.317,50770,109,1,33.0
VEH034,2015-09-28 14:47:16.525117,37.77,80.55,44.92,0.444,9326,75,0,
VEH091,2015-09-29 14:47:16.525117,58.68,85.09,48.94,0.307,15897,39,0,
VEH017,2015-09-30 14:47:16.525117,54.88,97.78,39.24,0.531,36672,31,0,
VEH043,2015-10-01 14:47:16.525117,60.03,105.58,44.91,0.277,46764,47,1,12.0
VEH059,2015-10-02 14:47:16.525117,61.31,77.71,35.57,0.288,57778,36,0,
VEH051,2015-10-03 14:47:16.525117,97.34,83.54,29.2,0.321,42264,118,0,
VEH054,2015-10-04 14:47:16.525117,54.92,91.45,35.34,0.504,26242,56,0,
VEH024,2015-10-05 14:47:16.525117,83.7,78.54,39.91,0.379,490,97,0,
VEH025,2015-10-06 14:47:16.525117,84.63,93.15,41.85,0.419,7565,41,1,23.0
VEH071,2015-10-07 14:47:16.525117,71.3,94.89,47.2,0.452,2760,18,0,
VEH052,2015-10-08 14:47:16.525117,56.47,95.43,41.39,0.146,3362,90,0,
VEH070,2015-10-09 14:47:16.525117,39.58,93.08,53.24,0.29,6875,95,0,
VEH088,2015-10-10 14:47:16.525117,67.17,86.08,41.11,0.13,1553,100,1,19.0
VEH033,2015-10-11 14:47:16.525117,75.28,89.31,40.67,0.199,5568,85,0,
VEH049,2015-10-12 14:47:16.525117,86.22,81.87,42.84,0.233,62921,100,1,4.0
VEH029,2015-10-13 14:47:16.525117,45.75,93.0,41.97,0.023,7477,18,0,
VEH063,2015-10-14 14:47:16.525117,56.35,102.64,40.92,0.343,3480,99,1,59.0
VEH022,2015-10-15 14:47:16.525117,45.84,92.99,32.31,0.198,25338,37,0,
VEH026,2015-10-16 14:47:16.525117,50.5,83.96,45.72,0.111,35264,10,0,
VEH028,2015-10-17 14:47:16.525117,69.97,98.46,54.19,0.357,7538,17,1,36.0
VEH085,2015-10-18 14:47:16.525117,49.81,108.42,32.86,0.334,6528,108,1,43.0
VEH049,2015-10-19 14:47:16.525117,47.64,91.33,39.62,0.358,5535,64,0,
VEH071,2015-10-20 14:47:16.525117,71.95,95.03,31.26,0.228,9993,46,0,
VEH081,2015-10-21 14:47:16.525117,66.76,95.76,43.94,0.302,1825,42,0,
VEH084,2015-10-22 14:47:16.525117,65.25,77.43,45.76,0.606,22120,73,1,22.0
VEH049,2015-10-23 14:47:16.525117,50.21,86.22,31.35,0.375,34544,111,0,
VEH020,2015-10-24 14:47:16.525117,79.4,86.86,32.44,0.157,21793,53,1,59.0
VEH086,2015-10-25 14:47:16.525117,60.22,96.69,26.84,0.519,10935,48,0,
VEH092,2015-10-26 14:47:16.525117,95.7,97.53,48.67,0.57,6820,98,0,
VEH063,2015-10-27 14:47:16.525117,62.42,89.15,35.05,0.386,10533,46,0,
VEH061,2015-10-28 14:47:16.525117,25.0,83.66,39.83,0.151,11027,61,0,
VEH049,2015-10-29 14:47:16.525117,24.33,74.72,39.33,0.379,21933,74,0,
VEH071,2015-10-30 14:47:16.525117,69.36,90.34,45.9,0.215,52638,16,1,48.0
VEH001,2015-10-31 14:47:16.525117,79.51,83.34,44.63,0.469,1464,99,0,
VEH096,2015-11-01 14:47:16.525117,48.24,80.78,44.56,0.218,61303,14,0,
VEH013,2015-11-02 14:47:16.525117,91.51,98.99,34.23,0.303,48203,118,1,19.0
VEH094,2015-11-03 14:47:16.525117,84.94,97.82,43.31,0.418,2505,33,1,25.0
VEH087,2015-11-04 14:47:16.525117,63.16,86.25,45.95,0.493,4056,27,1,54.0
VEH051,2015-11-05 14:47:16.525117,68.09,77.85,45.12,0.594,7467,80,1,54.0
VEH056,2015-11-06 14:47:16.525117,73.42,84.06,32.86,0.274,16404,90,0,
VEH083,2015-11-07 14:47:16.525117,88.35,99.36,32.29,0.285,2888,11,1,47.0
VEH062,2015-11-08 14:47:16.525117,70.23,94.25,50.0,0.198,4471,31,0,
VEH032,2015-11-09 14:47:16.525117,62.82,86.37,52.03,0.06,46594,21,1,51.0
VEH030,2015-11-10 14:47:16.525117,70.08,90.97,39.48,0.154,2314,19,0,
VEH029,2015-11-11 14:47:16.525117,68.06,73.8,41.19,0.254,10179,40,0,
VEH049,2015-11-12 14:47:16.525117,73.87,73.49,42.6,0.376,28794,47,1,2.0
VEH045,2015-11-13 14:47:16.525117,36.45,104.64,42.01,0.238,43889,58,0,
VEH093,2015-11-14 14:47:16.525117,64.74,94.29,30.92,0.44,8190,105,0,
VEH030,2015-11-15 14:47:16.525117,66.91,90.36,41.35,0.173,3593,27,0,
VEH016,2015-11-16 14:47:16.525117,58.91,86.77,34.14,0.173,26712,58,0,
VEH040,2015-11-17 14:47:16.525117,71.76,76.49,41.23,0.072,29617,71,0,
VEH019,2015-11-18 14:47:16.525117,88.82,99.39,33.76,0.547,78273,18,0,
VEH018,2015-11-19 14:47:16.525117,62.07,81.01,37.01,0.496,3005,16,1,29.0
VEH001,2015-11-20 14:47:16.525117,70.38,96.15,40.47,0.221,24717,17,1,45.0
VEH078,2015-11-21 14:47:16.525117,84.09,92.26,36.07,0.19,10801,102,0,
VEH047,2015-11-22 14:47:16.525117,62.42,89.7,33.44,0.392,49215,91,0,
VEH066,2015-11-23 14:47:16.525117,46.67,78.91,49.83,0.504,10479,58,0,
VEH092,2015-11-24 14:47:16.525117,69.24,80.15,34.48,0.493,11810,14,1,39.0
VEH094,2015-11-25 14:47:16.525117,26.98,91.47,25.99,0.25,2711,113,0,
VEH038,2015-11-26 14:47:16.525117,25.52,88.91,43.52,0.267,7740,76,0,
VEH051,2015-11-27 14:47:16.525117,65.0,90.63,38.2,0.118,10244,22,0,
VEH063,2015-11-28 14:47:16.525117,24.83,90.53,39.77,0.243,353,66,1,28.0
VEH004,2015-11-29 14:47:16.525117,40.27,73.52,42.6,0.232,11509,15,0,
VEH001,2015-11-30 14:47:16.525117,54.3,97.84,46.84,0.137,8199,43,0,
VEH008,2015-12-01 14:47:16.525117,49.18,86.61,51.52,0.201,32576,44,0,
VEH029,2015-12-02 14:47:16.525117,57.78,99.25,40.6,0.38,2265,115,0,
VEH055,2015-12-03 14:47:16.525117,76.69,74.77,34.47,0.004,28559,94,0,
